ID;Quarter;State_faze;Exposure at initiation;Payment;Remaining exposure;Recovered exposure after default
209;6;def;21137.85113;2113.79;19024.06601;7600.217894
210;6;60-90;91667.47094;9166.75;73333.97675;0
211;6;15-30;16459.76615;1645.98;8229.883075;0
212;6;def;34001.87729;3400.19;27201.50184;7334.055231
213;6;0-15;54886.52959;5488.65;27443.26479;0
214;6;def;63082.53187;6308.25;56774.27869;44943.11892
215;6;def;30403.33784;3040.33;27363.00406;14359.56801
216;6;30-60;97879.07532;9787.91;68515.35272;0
217;6;def;28568.83706;2856.88;25711.95335;5567.343099
218;6;def;30032.12747;3003.21;18019.27648;1301.04135
219;6;def;34694.78049;3469.48;27755.8244;15820.91573
220;6;0-15;36636.99648;3663.70;18318.49824;0
221;6;def;46951.45748;4695.15;37561.16598;13487.03347
222;6;def;38429.14975;3842.91;34586.23477;30556.58955
223;6;0-15;34585.9134;3458.59;17292.9567;0
224;6;0-15;53176.66532;5317.67;21270.66613;0
225;6;def;83917.48265;8391.75;58742.23785;14783.54148
226;6;0-15;55636.89871;5563.69;22254.75948;0
227;6;30-60;39943.82276;3994.38;23966.29366;0
228;6;0-15;89067.48344;8906.75;35626.99338;0
229;6;def;95989.36341;9598.94;67192.55439;45867.05964
230;6;def;26977.11961;2697.71;21581.69569;2192.066781
231;6;def;20083.127;2008.31;18074.8143;823.7312705
232;6;15-30;2681.145537;268.11;1340.572768;0
233;6;0-15;36129.18519;3612.92;14451.67408;0
234;6;def;90331.23992;9033.12;54198.74395;34093.70089
235;6;60-90;99162.734;9916.27;49581.367;0
236;6;30-60;65856.68766;6585.67;59271.01889;0
237;6;def;50046.70703;5004.67;40037.36562;21682.12474
238;6;0-15;82121.79327;8212.18;32848.71731;0
239;6;30-60;55839.00935;5583.90;50255.10841;0
240;6;0-15;95539.4975;9553.95;38215.799;0
241;6;15-30;65368.46233;6536.85;45757.92363;0
242;6;0-15;76285.85676;7628.59;30514.3427;0
243;6;def;1724.907705;172.49;1379.926164;772.2474797
244;6;0-15;46813.83262;4681.38;18725.53305;0
245;6;15-30;13597.6216;1359.76;10878.09728;0
246;6;60-90;88098.65878;8809.87;44049.32939;0
247;6;60-90;5016.656936;501.67;3511.659855;0
248;6;def;51349.25202;5134.93;41079.40162;21625.81768
249;6;0-15;30844.83874;3084.48;12337.9355;0
250;6;0-15;11252.20117;1125.22;4500.880466;0
251;6;15-30;67374.19956;6737.42;53899.35965;0
252;6;def;86152.71686;8615.27;68922.17349;43925.89594
253;6;30-60;35671.18991;3567.12;24969.83294;0
254;6;60-90;95308.03738;9530.80;66715.62616;0
255;6;30-60;18145.97906;1814.60;10887.58744;0
256;6;15-30;81509.05122;8150.91;48905.43073;0
257;6;15-30;98505.21729;9850.52;68953.65211;0
258;6;def;86753.76837;8675.38;78078.39154;41205.6099
259;6;0-15;19736.58328;1973.66;7894.633312;0
260;6;0-15;62534.36955;6253.44;25013.74782;0
261;6;15-30;26665.25971;2666.53;23998.73374;0
262;6;0-15;6695.92055;669.59;2678.36822;0
263;6;def;18383.49908;1838.35;14706.79926;1276.193626
264;6;def;95862.64401;9586.26;76690.11521;1737.111247
265;6;def;4808.88456;480.89;4327.996104;1559.242513
266;6;def;21025.25308;2102.53;18922.72777;17059.96156
267;6;15-30;88487.51771;8848.75;53092.51063;0
268;6;def;25051.41054;2505.14;20041.12843;13010.25821
269;6;15-30;17629.66163;1762.97;15866.69546;0
270;6;15-30;41381.49046;4138.15;24828.89428;0
271;6;def;88019.36008;8801.94;61613.55205;42332.14812
272;6;30-60;45325.66443;4532.57;22662.83221;0
273;6;0-15;71051.67201;7105.17;28420.66881;0
274;6;0-15;61901.50619;6190.15;24760.60248;0
275;6;15-30;97124.02343;9712.40;87411.62109;0
276;6;0-15;50067.83667;5006.78;20027.13467;0
277;6;def;79596.33913;7959.63;63677.07131;5108.167798
278;6;def;93198.42882;9319.84;74558.74306;19438.72189
279;6;60-90;34582.4286;3458.24;27665.94288;0
280;6;0-15;1025.440065;102.54;410.176026;0
1;7;60-90;80141.24632;8014.12;56098.87242;0
2;7;30-60;82195.07749;8219.51;65756.062;0
3;7;def;31057.58455;3105.76;24846.06764;22986.54806
4;7;def;4565.938116;456.59;4109.344304;1018.265726
5;7;0-15;63041.14487;6304.11;18912.34346;0
6;7;def;44587.78564;4458.78;40129.00708;20066.43532
7;7;0-15;70493.49557;7049.35;21148.04867;0
8;7;def;44113.66751;4411.37;35290.934;2702.246961
9;7;def;66637.33853;6663.73;53309.87082;32703.31256
10;7;def;71975.37481;7197.54;43185.22489;42815.62175
11;7;def;34894.03975;3489.40;31404.63578;18865.31572
12;7;60-90;35834.44956;3583.44;21500.66974;0
13;7;15-30;18763.30183;1876.33;7505.320732;0
14;7;0-15;96387.43491;9638.74;57832.46095;0
15;7;def;66067.71026;6606.77;59460.93923;20016.40007
16;7;def;34894.77284;3489.48;24426.34098;20149.62681
17;7;0-15;50103.11043;5010.31;15030.93313;0
18;7;60-90;32456.3958;3245.64;29210.75622;0
19;7;15-30;71920.1473;7192.01;28768.05892;0
20;7;def;11493.11144;1149.31;6895.866865;6605.171947
21;7;15-30;9888.814496;988.88;4944.407248;0
22;7;0-15;84143.38463;8414.34;25243.01539;0
23;7;0-15;47466.64445;4746.66;14239.99333;0
24;7;0-15;73791.23145;7379.12;22137.36943;0
25;7;0-15;89984.428;8998.44;26995.3284;0
26;7;def;44624.0156;4462.40;17849.60624;3395.966727
27;7;0-15;8145.305782;814.53;2443.591734;0
28;7;60-90;37063.41568;3706.34;22238.04941;0
29;7;0-15;17413.80793;1741.38;5224.14238;0
30;7;def;31314.42057;3131.44;25051.53645;13270.46918
31;7;def;43115.72555;4311.57;38804.153;22580.7554
32;7;def;89635.7983;8963.58;71708.63864;41024.50564
33;7;60-90;88000.25019;8800.03;52800.15011;0
34;7;0-15;74567.57474;7456.76;22370.27242;0
35;7;0-15;13679.04352;1367.90;4103.713057;0
36;7;60-90;80002.70688;8000.27;56001.89482;0
37;7;0-15;66805.62177;6680.56;20041.68653;0
38;7;def;56282.65982;5628.27;50654.39383;22405.84889
39;7;def;89408.27392;8940.83;80467.44653;5369.909756
40;7;0-15;2790.459435;279.05;837.1378305;0
41;7;def;76344.72715;7634.47;68710.25444;50765.91512
42;7;def;73757.88578;7375.79;44254.73147;7931.086993
43;7;def;69896.65648;6989.67;34948.32824;20316.19688
44;7;def;28489.08317;2848.91;17093.4499;4696.506425
45;7;0-15;37397.15294;3739.72;11219.14588;0
46;7;def;25848.35932;2584.84;23263.52339;1888.527341
47;7;def;85879.22318;8587.92;77291.30086;53481.66185
48;7;60-90;45513.54397;4551.35;31859.48078;0
49;7;60-90;57174.93419;5717.49;34304.96051;0
50;7;0-15;56460.71964;5646.07;16938.21589;0
51;7;0-15;8021.780696;802.18;2406.534209;0
52;7;0-15;25842.06247;2584.21;7752.618741;0
53;7;0-15;81301.73241;8130.17;24390.51972;0
54;7;0-15;24619.6416;2461.96;9847.856642;0
55;7;60-90;92717.08048;9271.71;55630.24829;0
56;7;0-15;60603.30909;6060.33;42422.31636;0
57;7;def;19676.52524;1967.65;15741.22019;1032.05134
58;7;def;32457.24749;3245.72;29211.52274;21710.33143
59;7;30-60;50270.16482;5027.02;30162.09889;0
60;7;30-60;16988.31536;1698.83;8494.157678;0
61;7;0-15;27848.2111;2784.82;8354.463331;0
62;7;30-60;22370.12953;2237.01;11185.06477;0
63;7;def;68556.18754;6855.62;34278.09377;8528.654021
64;7;0-15;12803.79369;1280.38;3841.138108;0
65;7;0-15;57394.85038;5739.49;17218.45511;0
66;7;0-15;96998.81215;9699.88;38799.52486;0
67;7;def;49032.36217;4903.24;39225.88973;21174.75454
68;7;def;45152.50063;4515.25;36122.00051;7870.779532
69;7;15-30;62338.24518;6233.82;37402.94711;0
70;7;def;22517.91278;2251.79;13510.74767;8644.39406
71;7;def;98104.13499;9810.41;78483.30799;11838.47632
72;7;def;32546.53371;3254.65;22782.57359;4300.619388
73;7;def;44206.3108;4420.63;39785.67972;25462.81841
74;7;0-15;96390.38708;9639.04;28917.11612;0
75;7;15-30;42728.96487;4272.90;25637.37892;0
76;7;15-30;88655.91789;8865.59;35462.36715;0
77;7;0-15;324.433922;32.44;97.33017661;0
78;7;30-60;56340.07098;5634.01;39438.04968;0
79;7;def;37324.58197;3732.46;26127.20738;20598.48131
80;7;0-15;70942.82127;7094.28;21282.84638;0
81;7;0-15;97053.00412;9705.30;38821.20165;0
82;7;30-60;81376.24949;8137.62;48825.74969;0
83;7;0-15;83597.78857;8359.78;25079.33657;0
84;7;def;98566.49075;9856.65;88709.84167;28879.01265
85;7;def;48247.4027;4824.74;43422.66243;43417.60966
86;7;30-60;52724.38449;5272.44;21089.7538;0
87;7;60-90;90465.62952;9046.56;54279.37771;0
88;7;def;14791.15509;1479.12;8874.693053;1574.816922
89;7;30-60;82885.55707;8288.56;33154.22283;0
90;7;30-60;35794.84277;3579.48;14317.93711;0
91;7;15-30;35316.73524;3531.67;24721.71467;0
92;7;def;59017.10994;5901.71;53115.39894;37039.02449
93;7;15-30;71738.11463;7173.81;28695.24585;0
94;7;0-15;60080.75125;6008.08;18024.22538;0
95;7;0-15;96756.46959;9675.65;29026.94088;0
96;7;def;98699.97951;9870.00;88829.98156;49600.92987
97;7;60-90;13267.08621;1326.71;7960.251729;0
98;7;0-15;4000.509967;400.05;1600.203987;0
99;7;0-15;65680.16035;6568.02;26272.06414;0
100;7;0-15;66795.11414;6679.51;20038.53424;0
101;7;0-15;74738.80755;7473.88;22421.64226;0
102;7;30-60;11373.9981;1137.40;6824.39886;0
103;7;0-15;13001.89433;1300.19;3900.568298;0
104;7;0-15;1673.347212;167.33;502.0041636;0
105;7;30-60;96090.08155;9609.01;57654.04893;0
106;7;0-15;6555.125605;655.51;1966.537682;0
107;7;60-90;28641.00751;2864.10;22912.80601;0
108;7;def;15643.01609;1564.30;12514.41287;12.88827212
109;7;def;84838.9636;8483.90;50903.37816;40312.00884
110;7;def;35297.38679;3529.74;21178.43208;8195.31715
111;7;0-15;60807.06842;6080.71;18242.12053;0
112;7;15-30;72790.71697;7279.07;36395.35849;0
113;7;15-30;4803.092689;480.31;3362.164882;0
114;7;def;98767.03644;9876.70;59260.22187;42073.30267
115;7;15-30;19827.74792;1982.77;15862.19834;0
116;7;0-15;9379.216592;937.92;2813.764978;0
117;7;def;60668.37222;6066.84;54601.53499;7552.348679
118;7;def;39987.23008;3998.72;23992.33805;7025.940309
119;7;def;86243.70902;8624.37;60370.59631;50723.04762
120;7;0-15;31223.52129;3122.35;9367.056388;0
121;7;0-15;57298.66748;5729.87;17189.60024;0
122;7;30-60;84372.87993;8437.29;33749.15197;0
123;7;15-30;62819.94563;6281.99;25127.97825;0
124;7;def;69536.93579;6953.69;62583.24221;52518.2764
125;7;def;21135.66867;2113.57;14794.96807;3356.079237
126;7;def;48732.20361;4873.22;43858.98325;7244.744825
127;7;60-90;34589.20154;3458.92;20753.52092;0
128;7;def;98006.698;9800.67;78405.3584;25624.40277
129;7;def;94781.22397;9478.12;66346.85678;48185.6091
130;7;def;11176.3795;1117.64;8941.103598;5010.264681
131;7;0-15;86493.68199;8649.37;34597.47279;0
132;7;15-30;77330.5751;7733.06;46398.34506;0
133;7;def;54514.20827;5451.42;49062.78744;18017.37783
134;7;0-15;54222.84635;5422.28;16266.85391;0
135;7;0-15;38284.79113;3828.48;11485.43734;0
136;7;def;65387.12938;6538.71;58848.41644;3403.615129
137;7;15-30;3102.838046;310.28;1241.135218;0
138;7;0-15;13992.72685;1399.27;4197.818054;0
139;7;30-60;4219.472476;421.95;3797.525228;0
140;7;def;39014.60449;3901.46;35113.14404;28121.63697
141;7;def;7269.478136;726.95;4361.686882;1721.968694
142;7;def;70709.06239;7070.91;56567.24991;21098.54016
143;7;def;58134.32067;5813.43;40694.02447;7944.962018
144;7;def;14404.32679;1440.43;11523.46143;10003.58308
145;7;0-15;56586.07338;5658.61;16975.82201;0
146;7;def;82443.05239;8244.31;65954.44191;48814.0913
147;7;def;15210.07817;1521.01;13689.07035;12558.0588
148;7;0-15;36596.95829;3659.70;10979.08749;0
149;7;0-15;43370.98673;4337.10;13011.29602;0
150;7;15-30;97541.69637;9754.17;78033.3571;0
151;7;def;69466.57662;6946.66;62519.91896;53389.89329
152;7;def;93071.96903;9307.20;74457.57523;66768.33359
153;7;def;97854.11067;9785.41;88068.69961;83000.48318
154;7;0-15;33756.99226;3375.70;10127.09768;0
155;7;60-90;68799.09733;6879.91;34399.54866;0
156;7;0-15;20423.01881;2042.30;6126.905642;0
157;7;0-15;10822.27033;1082.23;3246.6811;0
158;7;0-15;91710.01007;9171.00;27513.00302;0
159;7;def;94192.24628;9419.22;84773.02165;7818.925028
160;7;0-15;34096.60137;3409.66;10228.98041;0
161;7;0-15;43102.79942;4310.28;12930.83983;0
162;7;def;29895.81553;2989.58;23916.65242;7691.67436
163;7;def;4970.674301;497.07;2485.337151;140.7030685
164;7;30-60;56955.39544;5695.54;28477.69772;0
165;7;0-15;35618.73905;3561.87;10685.62171;0
166;7;0-15;14322.06743;1432.21;4296.620229;0
167;7;30-60;20141.41495;2014.14;10070.70748;0
168;7;0-15;47929.90208;4792.99;14378.97062;0
169;7;15-30;66586.02669;6658.60;26634.41068;0
170;7;def;37611.27929;3761.13;33850.15136;25683.05957
171;7;0-15;33009.6817;3300.97;9902.90451;0
172;7;0-15;2136.667606;213.67;641.0002817;0
173;7;def;66219.03671;6621.90;59597.13304;17617.96583
174;7;0-15;80642.53222;8064.25;24192.75967;0
175;7;0-15;37529.37868;3752.94;11258.8136;0
176;7;def;89191.14418;8919.11;80272.02977;26293.92986
177;7;def;44255.39056;4425.54;30978.77339;26531.65121
178;7;0-15;82162.35283;8216.24;49297.4117;0
179;7;def;17863.06953;1786.31;14290.45562;4983.256623
180;7;0-15;35159.63756;3515.96;10547.89127;0
181;7;0-15;73857.9588;7385.80;22157.38764;0
182;7;def;49872.9796;4987.30;34911.08572;3405.616057
183;7;def;38932.25681;3893.23;35039.03113;28002.468
184;7;def;44593.23448;4459.32;31215.26414;8874.432808
185;7;0-15;19164.15486;1916.42;5749.246459;0
186;7;def;29036.95364;2903.70;20325.86755;9855.640809
187;7;0-15;49615.79674;4961.58;14884.73902;0
188;7;def;62194.76771;6219.48;37316.86062;24112.96984
189;7;15-30;23461.12961;2346.11;21115.01665;0
190;7;0-15;36755.8332;3675.58;11026.74996;0
191;7;def;22294.26148;2229.43;20064.83533;1023.08746
192;7;def;2209.367735;220.94;1988.430962;1912.183206
193;7;15-30;35109.03378;3510.90;28087.22703;0
194;7;def;14637.6343;1463.76;8782.580582;7772.990141
195;7;60-90;5712.361433;571.24;4569.889146;0
196;7;def;60609.15723;6060.92;48487.32578;1290.290766
197;7;def;19520.14628;1952.01;13664.10239;1279.126038
198;7;15-30;66237.09452;6623.71;33118.54726;0
199;7;0-15;87791.97399;8779.20;26337.5922;0
200;7;def;91962.58516;9196.26;82766.32664;37024.59985
201;7;def;17642.90931;1764.29;15878.61838;10154.19703
202;7;0-15;5946.590363;594.66;1783.977109;0
203;7;def;57541.77994;5754.18;34525.06796;22025.79923
204;7;def;71951.15914;7195.12;64756.04322;37110.34114
205;7;15-30;76838.78243;7683.88;53787.1477;0
206;7;30-60;59265.98913;5926.60;47412.79131;0
207;7;def;22213.13246;2221.31;17770.50597;10862.35678
208;7;15-30;83755.904;8375.59;33502.3616;0
209;7;def;21137.85113;2113.79;19024.06601;7600.217894
210;7;def;91667.47094;9166.75;73333.97675;27324.84237
211;7;15-30;16459.76615;1645.98;8229.883075;0
212;7;def;34001.87729;3400.19;27201.50184;7334.055231
213;7;0-15;54886.52959;5488.65;21954.61183;0
214;7;def;63082.53187;6308.25;56774.27869;44943.11892
215;7;def;30403.33784;3040.33;27363.00406;14359.56801
216;7;def;97879.07532;9787.91;68515.35272;51546.88266
217;7;def;28568.83706;2856.88;25711.95335;5567.343099
218;7;def;30032.12747;3003.21;18019.27648;1301.04135
219;7;def;34694.78049;3469.48;27755.8244;15820.91573
220;7;0-15;36636.99648;3663.70;14654.79859;0
221;7;def;46951.45748;4695.15;37561.16598;13487.03347
222;7;def;38429.14975;3842.91;34586.23477;30556.58955
223;7;0-15;34585.9134;3458.59;13834.36536;0
224;7;0-15;53176.66532;5317.67;15952.9996;0
225;7;def;83917.48265;8391.75;58742.23785;14783.54148
226;7;0-15;55636.89871;5563.69;16691.06961;0
227;7;60-90;39943.82276;3994.38;23966.29366;0
228;7;0-15;89067.48344;8906.75;26720.24503;0
229;7;def;95989.36341;9598.94;67192.55439;45867.05964
230;7;def;26977.11961;2697.71;21581.69569;2192.066781
231;7;def;20083.127;2008.31;18074.8143;823.7312705
232;7;def;2681.145537;268.11;1340.572768;899.9962784
233;7;15-30;36129.18519;3612.92;14451.67408;0
234;7;def;90331.23992;9033.12;54198.74395;34093.70089
235;7;def;99162.734;9916.27;49581.367;42723.17573
236;7;def;65856.68766;6585.67;59271.01889;1993.890823
237;7;def;50046.70703;5004.67;40037.36562;21682.12474
238;7;0-15;82121.79327;8212.18;24636.53798;0
239;7;def;55839.00935;5583.90;50255.10841;29436.52892
240;7;0-15;95539.4975;9553.95;28661.84925;0
241;7;30-60;65368.46233;6536.85;45757.92363;0
242;7;0-15;76285.85676;7628.59;22885.75703;0
243;7;def;1724.907705;172.49;1379.926164;772.2474797
244;7;0-15;46813.83262;4681.38;14044.14979;0
245;7;15-30;13597.6216;1359.76;10878.09728;0
246;7;30-60;88098.65878;8809.87;44049.32939;0
247;7;60-90;5016.656936;501.67;3511.659855;0
248;7;def;51349.25202;5134.93;41079.40162;21625.81768
249;7;0-15;30844.83874;3084.48;9253.451623;0
250;7;30-60;11252.20117;1125.22;4500.880466;0
251;7;30-60;67374.19956;6737.42;53899.35965;0
252;7;def;86152.71686;8615.27;68922.17349;43925.89594
253;7;def;35671.18991;3567.12;24969.83294;14012.41258
254;7;def;95308.03738;9530.80;66715.62616;50336.05728
255;7;0-15;18145.97906;1814.60;9072.989531;0
256;7;15-30;81509.05122;8150.91;48905.43073;0
257;7;60-90;98505.21729;9850.52;68953.65211;0
258;7;def;86753.76837;8675.38;78078.39154;41205.6099
259;7;15-30;19736.58328;1973.66;7894.633312;0
260;7;0-15;62534.36955;6253.44;18760.31086;0
261;7;15-30;26665.25971;2666.53;23998.73374;0
262;7;0-15;6695.92055;669.59;2008.776165;0
263;7;def;18383.49908;1838.35;14706.79926;1276.193626
264;7;def;95862.64401;9586.26;76690.11521;1737.111247
265;7;def;4808.88456;480.89;4327.996104;1559.242513
266;7;def;21025.25308;2102.53;18922.72777;17059.96156
267;7;60-90;88487.51771;8848.75;53092.51063;0
268;7;def;25051.41054;2505.14;20041.12843;13010.25821
269;7;0-15;17629.66163;1762.97;14103.7293;0
270;7;def;41381.49046;4138.15;24828.89428;6939.029015
271;7;def;88019.36008;8801.94;61613.55205;42332.14812
272;7;30-60;45325.66443;4532.57;22662.83221;0
273;7;0-15;71051.67201;7105.17;21315.5016;0
274;7;0-15;61901.50619;6190.15;18570.45186;0
275;7;15-30;97124.02343;9712.40;87411.62109;0
276;7;30-60;50067.83667;5006.78;20027.13467;0
277;7;def;79596.33913;7959.63;63677.07131;5108.167798
278;7;def;93198.42882;9319.84;74558.74306;19438.72189
279;7;60-90;34582.4286;3458.24;27665.94288;0
280;7;15-30;1025.440065;102.54;410.176026;0
1;8;60-90;80141.24632;8014.12;56098.87242;0
2;8;60-90;82195.07749;8219.51;65756.062;0
3;8;def;31057.58455;3105.76;24846.06764;22986.54806
4;8;def;4565.938116;456.59;4109.344304;1018.265726
5;8;0-15;63041.14487;6304.11;12608.22897;0
6;8;def;44587.78564;4458.78;40129.00708;20066.43532
7;8;15-30;70493.49557;7049.35;21148.04867;0
8;8;def;44113.66751;4411.37;35290.934;2702.246961
9;8;def;66637.33853;6663.73;53309.87082;32703.31256
10;8;def;71975.37481;7197.54;43185.22489;42815.62175
11;8;def;34894.03975;3489.40;31404.63578;18865.31572
12;8;def;35834.44956;3583.44;21500.66974;16607.69624
13;8;0-15;18763.30183;1876.33;5628.990549;0
14;8;30-60;96387.43491;9638.74;57832.46095;0
15;8;def;66067.71026;6606.77;59460.93923;20016.40007
16;8;def;34894.77284;3489.48;24426.34098;20149.62681
17;8;30-60;50103.11043;5010.31;15030.93313;0
18;8;def;32456.3958;3245.64;29210.75622;1121.052832
19;8;60-90;71920.1473;7192.01;28768.05892;0
20;8;def;11493.11144;1149.31;6895.866865;6605.171947
21;8;15-30;9888.814496;988.88;4944.407248;0
22;8;0-15;84143.38463;8414.34;16828.67693;0
23;8;0-15;47466.64445;4746.66;9493.328889;0
24;8;0-15;73791.23145;7379.12;14758.24629;0
25;8;60-90;89984.428;8998.44;26995.3284;0
26;8;def;44624.0156;4462.40;17849.60624;3395.966727
27;8;15-30;8145.305782;814.53;2443.591734;0
28;8;def;37063.41568;3706.34;22238.04941;11639.58331
29;8;0-15;17413.80793;1741.38;3482.761587;0
30;8;def;31314.42057;3131.44;25051.53645;13270.46918
31;8;def;43115.72555;4311.57;38804.153;22580.7554
32;8;def;89635.7983;8963.58;71708.63864;41024.50564
33;8;30-60;88000.25019;8800.03;52800.15011;0
34;8;0-15;74567.57474;7456.76;14913.51495;0
35;8;0-15;13679.04352;1367.90;2735.808705;0
36;8;def;80002.70688;8000.27;56001.89482;31365.53796
37;8;0-15;66805.62177;6680.56;13361.12435;0
38;8;def;56282.65982;5628.27;50654.39383;22405.84889
39;8;def;89408.27392;8940.83;80467.44653;5369.909756
40;8;15-30;2790.459435;279.05;837.1378305;0
41;8;def;76344.72715;7634.47;68710.25444;50765.91512
42;8;def;73757.88578;7375.79;44254.73147;7931.086993
43;8;def;69896.65648;6989.67;34948.32824;20316.19688
44;8;def;28489.08317;2848.91;17093.4499;4696.506425
45;8;def;37397.15294;3739.72;11219.14588;5926.539321
46;8;def;25848.35932;2584.84;23263.52339;1888.527341
47;8;def;85879.22318;8587.92;77291.30086;53481.66185
48;8;60-90;45513.54397;4551.35;31859.48078;0
49;8;def;57174.93419;5717.49;34304.96051;30210.6616
50;8;0-15;56460.71964;5646.07;11292.14393;0
51;8;0-15;8021.780696;802.18;1604.356139;0
52;8;0-15;25842.06247;2584.21;5168.412494;0
53;8;0-15;81301.73241;8130.17;16260.34648;0
54;8;0-15;24619.6416;2461.96;7385.892481;0
55;8;def;92717.08048;9271.71;55630.24829;30132.93808
56;8;15-30;60603.30909;6060.33;42422.31636;0
57;8;def;19676.52524;1967.65;15741.22019;1032.05134
58;8;def;32457.24749;3245.72;29211.52274;21710.33143
59;8;def;50270.16482;5027.02;30162.09889;3507.797563
60;8;30-60;16988.31536;1698.83;8494.157678;0
61;8;60-90;27848.2111;2784.82;8354.463331;0
62;8;60-90;22370.12953;2237.01;11185.06477;0
63;8;def;68556.18754;6855.62;34278.09377;8528.654021
64;8;30-60;12803.79369;1280.38;3841.138108;0
65;8;0-15;57394.85038;5739.49;11478.97008;0
66;8;0-15;96998.81215;9699.88;29099.64365;0
67;8;def;49032.36217;4903.24;39225.88973;21174.75454
68;8;def;45152.50063;4515.25;36122.00051;7870.779532
69;8;15-30;62338.24518;6233.82;37402.94711;0
70;8;def;22517.91278;2251.79;13510.74767;8644.39406
71;8;def;98104.13499;9810.41;78483.30799;11838.47632
72;8;def;32546.53371;3254.65;22782.57359;4300.619388
73;8;def;44206.3108;4420.63;39785.67972;25462.81841
74;8;0-15;96390.38708;9639.04;19278.07742;0
75;8;60-90;42728.96487;4272.90;25637.37892;0
76;8;15-30;88655.91789;8865.59;35462.36715;0
77;8;0-15;324.433922;32.44;64.8867844;0
78;8;30-60;56340.07098;5634.01;39438.04968;0
79;8;def;37324.58197;3732.46;26127.20738;20598.48131
80;8;0-15;70942.82127;7094.28;14188.56425;0
81;8;15-30;97053.00412;9705.30;38821.20165;0
82;8;def;81376.24949;8137.62;48825.74969;3863.037375
83;8;0-15;83597.78857;8359.78;16719.55771;0
84;8;def;98566.49075;9856.65;88709.84167;28879.01265
85;8;def;48247.4027;4824.74;43422.66243;43417.60966
86;8;30-60;52724.38449;5272.44;21089.7538;0
87;8;def;90465.62952;9046.56;54279.37771;22035.97395
88;8;def;14791.15509;1479.12;8874.693053;1574.816922
89;8;60-90;82885.55707;8288.56;33154.22283;0
90;8;def;35794.84277;3579.48;14317.93711;9956.498864
91;8;15-30;35316.73524;3531.67;24721.71467;0
92;8;def;59017.10994;5901.71;53115.39894;37039.02449
93;8;15-30;71738.11463;7173.81;28695.24585;0
94;8;0-15;60080.75125;6008.08;12016.15025;0
95;8;0-15;96756.46959;9675.65;19351.29392;0
96;8;def;98699.97951;9870.00;88829.98156;49600.92987
97;8;30-60;13267.08621;1326.71;7960.251729;0
98;8;0-15;4000.509967;400.05;1200.15299;0
99;8;0-15;65680.16035;6568.02;19704.04811;0
100;8;15-30;66795.11414;6679.51;20038.53424;0
101;8;0-15;74738.80755;7473.88;14947.76151;0
102;8;15-30;11373.9981;1137.40;6824.39886;0
103;8;15-30;13001.89433;1300.19;3900.568298;0
104;8;15-30;1673.347212;167.33;502.0041636;0
105;8;30-60;96090.08155;9609.01;57654.04893;0
106;8;0-15;6555.125605;655.51;1311.025121;0
107;8;30-60;28641.00751;2864.10;22912.80601;0
108;8;def;15643.01609;1564.30;12514.41287;12.88827212
109;8;def;84838.9636;8483.90;50903.37816;40312.00884
110;8;def;35297.38679;3529.74;21178.43208;8195.31715
111;8;0-15;60807.06842;6080.71;12161.41368;0
112;8;15-30;72790.71697;7279.07;36395.35849;0
113;8;30-60;4803.092689;480.31;3362.164882;0
114;8;def;98767.03644;9876.70;59260.22187;42073.30267
115;8;60-90;19827.74792;1982.77;15862.19834;0
116;8;15-30;9379.216592;937.92;2813.764978;0
117;8;def;60668.37222;6066.84;54601.53499;7552.348679
118;8;def;39987.23008;3998.72;23992.33805;7025.940309
119;8;def;86243.70902;8624.37;60370.59631;50723.04762
120;8;0-15;31223.52129;3122.35;6244.704259;0
121;8;15-30;57298.66748;5729.87;17189.60024;0
122;8;0-15;84372.87993;8437.29;25311.86398;0
123;8;15-30;62819.94563;6281.99;25127.97825;0
124;8;def;69536.93579;6953.69;62583.24221;52518.2764
125;8;def;21135.66867;2113.57;14794.96807;3356.079237
126;8;def;48732.20361;4873.22;43858.98325;7244.744825
127;8;30-60;34589.20154;3458.92;20753.52092;0
128;8;def;98006.698;9800.67;78405.3584;25624.40277
129;8;def;94781.22397;9478.12;66346.85678;48185.6091
130;8;def;11176.3795;1117.64;8941.103598;5010.264681
131;8;0-15;86493.68199;8649.37;25948.1046;0
132;8;def;77330.5751;7733.06;46398.34506;38232.44307
133;8;def;54514.20827;5451.42;49062.78744;18017.37783
134;8;def;54222.84635;5422.28;16266.85391;15553.32298
135;8;30-60;38284.79113;3828.48;11485.43734;0
136;8;def;65387.12938;6538.71;58848.41644;3403.615129
137;8;15-30;3102.838046;310.28;1241.135218;0
138;8;0-15;13992.72685;1399.27;2798.54537;0
139;8;60-90;4219.472476;421.95;3797.525228;0
140;8;def;39014.60449;3901.46;35113.14404;28121.63697
141;8;def;7269.478136;726.95;4361.686882;1721.968694
142;8;def;70709.06239;7070.91;56567.24991;21098.54016
143;8;def;58134.32067;5813.43;40694.02447;7944.962018
144;8;def;14404.32679;1440.43;11523.46143;10003.58308
145;8;30-60;56586.07338;5658.61;16975.82201;0
146;8;def;82443.05239;8244.31;65954.44191;48814.0913
147;8;def;15210.07817;1521.01;13689.07035;12558.0588
148;8;0-15;36596.95829;3659.70;7319.391658;0
149;8;0-15;43370.98673;4337.10;8674.197347;0
150;8;15-30;97541.69637;9754.17;78033.3571;0
151;8;def;69466.57662;6946.66;62519.91896;53389.89329
